id,category,subcategory,question,correct_answer,answer_display,unit,source,difficulty,LLaMA_3_3_70B,LLaMA_3_1_8B,LLaMA_4_Scout_17B,Qwen3_32B,OpenAI_OSS_20B,NVIDIA_Nemotron_120B,OpenAI_OSS_120B,Gemma_4_31B,MiniMax_M2_5,Baidu_CoBuddy,LiquidAI_Instruct,OpenAI_OSS_20B_OR,Owl_Alpha,Free_Router
Q083,Mortality & Life Stats,Life Expectancy,According to WHO what is the average lifespan in United Kingdom as of 2021?,80.1,80.1,years,WHO GHO,Medium,80.7,77.1 years.,80.7,"<think>
Okay, the user is asking for the average lifespan in the United Kingdom as of 2021 according to the WHO. Let me check my data sources.

First, I need to confirm the exact number from the World Health Organization's",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,81.2 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,81.3 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,81.2 years,71.3 years,81.5 years
Q084,Mortality & Life Stats,Life Expectancy,What is the current life expectancy at birth in Pakistan according to World Bank (2024)?,67.8,67.8,years,World Bank,Easy,66.1,72.4 years.,67.3,"<think>
Okay, let's see. The user is asking for the current life expectancy at birth in Pakistan according to the World Bank in 2024. First, I need to recall if I have that specific data. I know that life",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,67.2 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,67.3 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,67.6,67.3 years,66.8 years
Q085,Mortality & Life Stats,Life Expectancy,How many years does an average person in Pakistan live according to World Bank data (2024)?,67.8,67.8,years,World Bank,Easy,67.3,72.1,71.3,"<think>
Okay, let's see. The user is asking for the average life expectancy in Pakistan according to the World Bank data from 2024. First, I need to recall the latest data. I know that life expectancy can vary slightly",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,70.9 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,67.3,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,67.34,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod
Q086,Mortality & Life Stats,Life Expectancy,"According to World Bank, what is Pakistan's life expectancy figure for 2024?",67.8,67.8,years,World Bank,Medium,66.9,72.5 years.,67.3,"<think>
Okay, let's see. The user is asking for Pakistan's life expectancy in 2024 according to the World Bank. First, I need to check if the World Bank has already published data for 2024.",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,71.2 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,67.5 years,67.34,ERROR: Internal Server Error
Q087,Mortality & Life Stats,Life Expectancy,What is the life expectancy at birth in Pakistan according to WHO data (2021)?,66.0,66.0,years,WHO GHO,Easy,66.1,70.2 years.,67 years,"<think>
Okay, let's see. The user is asking for the life expectancy at birth in Pakistan according to WHO data from 2021. I need to find the exact number.

First, I remember that WHO publishes annual reports on global",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,67.1 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,67.5 years,66.1 years,67.2 years
Q088,Mortality & Life Stats,Life Expectancy,According to WHO what is the average lifespan in Pakistan as of 2021?,66.0,66.0,years,WHO GHO,Medium,66.1,70.8 years.,67.1 years,"<think>
Okay, the user is asking for the average lifespan in Pakistan according to the WHO as of 2021. Let me check my data sources.

First, I need to recall the WHO's life expectancy reports. I remember that life",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,67.2 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,67.5 years,67.3 years,67.5 years
Q089,Mortality & Life Stats,Life Expectancy,What is the current life expectancy at birth in Bangladesh according to World Bank (2024)?,74.9,74.9,years,World Bank,Easy,72.0,72.4 years.,72.32 years,"<think>
Okay, let's see. The user is asking for the current life expectancy at birth in Bangladesh according to the World Bank in 2024. First, I need to recall the latest data from the World Bank. I remember that",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,73.6 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,72.4 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,74.9 years,ERROR: Provider returned error
Q090,Mortality & Life Stats,Life Expectancy,How many years does an average person in Bangladesh live according to World Bank data (2024)?,74.9,74.9,years,World Bank,Easy,72.0,72.,72.,"<think>
Okay, let's see. The user is asking for the average life expectancy in Bangladesh according to the World Bank data from 2024. First, I need to recall the latest data. I remember that life expectancy can vary slightly",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,73.6 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,72.4,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,72.5 years,72,ERROR: Internal Server Error
Q091,Mortality & Life Stats,Life Expectancy,"According to World Bank, what is Bangladesh's life expectancy figure for 2024?",74.9,74.9,years,World Bank,Medium,72.3,74.5 years.,72.2,"<think>
Okay, the user is asking for Bangladesh's life expectancy in 2024 according to the World Bank. Let me check my data sources. The World Bank usually releases updated statistics annually, but sometimes projections for the near future are made",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,73.6,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,72.3 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,73.5 years,72.4 years,68.4 years
Q092,Mortality & Life Stats,Life Expectancy,What is the life expectancy at birth in Bangladesh according to WHO data (2021)?,73.1,73.1,years,WHO GHO,Easy,72.0,72.6 years.,72.19 years,"<think>
Okay, I need to find the life expectancy at birth in Bangladesh according to WHO data from 2021. Let me start by recalling if I have any existing knowledge about Bangladesh's life expectancy. I know that Bangladesh has made significant",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,72.6 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,68.3 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,72.4 years,72.6 years
Q093,Mortality & Life Stats,Life Expectancy,According to WHO what is the average lifespan in Bangladesh as of 2021?,73.1,73.1,years,WHO GHO,Medium,72.0,72.6 years.,72.19 years,"<think>
Okay, let's see. The user is asking for the average lifespan in Bangladesh according to the WHO as of 2021. I need to find the exact number.

First, I remember that life expectancy can vary by country and",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,72.7 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,68.3 years,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,72.4 years,ERROR: Internal Server Error
Q094,Mortality & Life Stats,Mortality Rates,"What is India's infant mortality rate per 1,000 live births according to World Bank (2024)?",23.3,23.3,per 1000 live births,World Bank,Medium,27.7,32.,28,"<think>
Okay, let's see. The user is asking for India's infant mortality rate per 1,000 live births according to the World Bank in 2024. First, I need to recall the latest data from the",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,28,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,28,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,25,ERROR: Provider returned error
Q095,Mortality & Life Stats,Mortality Rates,"How many infants die per 1,000 live births in India according to World Bank (2024)?",23.3,23.3,per 1000 live births,World Bank,Medium,28.3,24,32.9,"<think>
Okay, let's see. The user is asking for the infant mortality rate in India according to the World Bank in 2024. They want the number of infant deaths per 1,000 live births.

First,",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,27.0,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,28,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"28.5 per 1,000 live births",25,28
Q096,Mortality & Life Stats,Mortality Rates,"According to World Bank data for 2024, what is India's infant mortality figure?",23.3,23.3,per 1000 live births,World Bank,Hard,23.5,24 per 1000 live births.,26,"<think>
Okay, let's see. The user is asking for India's infant mortality rate according to the World Bank data for 2024. First, I need to recall if I have access to 2024 data. Wait",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"23.0 per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,28,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"19.3 per 1,000 live births",45.0,"28 per 1,000 live births"
Q097,Mortality & Life Stats,Mortality Rates,"What is India's under-5 child mortality rate per 1,000 live births (2024)?",26.6,26.6,per 1000 live births,World Bank,Medium,32.9,22.,32,"<think>
Okay, let's see. The user is asking for India's under-5 child mortality rate per 1,000 live births in 2024. I need to find the most recent data available. I remember that",,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"30 per 1,000 live births",ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Provider returned error,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod,"20 per 1,000 live births",28,ERROR: Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free mod
